Ticket_id,Team_1,Team_2,Venue,Stage,Importance,Seat_Type,Days_until_match,Base_Price,Tickets_Sold,Year,Seat_Multiplier,Base_Price_Base,Importance_Factor,Days_Factor,Sales_Factor,Base_Price_Reconstructed,Importance_Num,Stage_Num,Venue_Num,Team1_Num,Team2_Num
172,England,USA,Al Bayt Stadium,Group Stage,low,Bronze,3,259,0.26,2022,1.0,259.0,0.0,0.2,0.1,336.7,3,1,1,12,41
173,England,USA,Al Bayt Stadium,Group Stage,low,Bronze,5,259,0.25,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,3,1,1,12,41
174,England,USA,Al Bayt Stadium,Group Stage,low,Bronze,7,259,0.35,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,3,1,1,12,41
175,England,USA,Al Bayt Stadium,Group Stage,low,Gold,3,619,0.38,2022,2.0,309.5,0.0,0.2,0.1,402.35,3,1,1,12,41
176,England,USA,Al Bayt Stadium,Group Stage,low,Gold,5,619,0.21,2022,2.0,309.5,0.0,0.1,0.1,371.4,3,1,1,12,41
177,England,USA,Al Bayt Stadium,Group Stage,low,Gold,7,619,0.39,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,3,1,1,12,41
178,England,USA,Al Bayt Stadium,Group Stage,low,Diamond,3,825,0.49,2022,3.0,275.0,0.0,0.2,0.1,,3,1,1,12,41
179,England,USA,Al Bayt Stadium,Group Stage,low,Diamond,5,825,0.37,2022,3.0,275.0,0.0,0.1,0.1,,3,1,1,12,41
180,England,USA,Al Bayt Stadium,Group Stage,low,Diamond,7,825,0.48,2022,3.0,275.0,0.0,0.0,0.1,,3,1,1,12,41
181,Tunisia,Australia,Al Janoub Stadium,Group Stage,low,Bronze,3,259,0.35,2022,1.0,259.0,0.0,0.2,0.1,336.7,3,1,2,37,2
182,Tunisia,Australia,Al Janoub Stadium,Group Stage,low,Bronze,5,259,0.45,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,3,1,2,37,2
183,Tunisia,Australia,Al Janoub Stadium,Group Stage,low,Bronze,7,259,0.49,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,3,1,2,37,2
184,Tunisia,Australia,Al Janoub Stadium,Group Stage,low,Gold,3,619,0.24,2022,2.0,309.5,0.0,0.2,0.1,402.35,3,1,2,37,2
185,Tunisia,Australia,Al Janoub Stadium,Group Stage,low,Gold,5,619,0.29,2022,2.0,309.5,0.0,0.1,0.1,371.4,3,1,2,37,2
186,Tunisia,Australia,Al Janoub Stadium,Group Stage,low,Gold,7,619,0.27,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,3,1,2,37,2
187,Tunisia,Australia,Al Janoub Stadium,Group Stage,low,Diamond,3,825,0.49,2022,3.0,275.0,0.0,0.2,0.1,,3,1,2,37,2
188,Tunisia,Australia,Al Janoub Stadium,Group Stage,low,Diamond,5,825,0.42,2022,3.0,275.0,0.0,0.1,0.1,,3,1,2,37,2
189,Tunisia,Australia,Al Janoub Stadium,Group Stage,low,Diamond,7,825,0.26,2022,3.0,275.0,0.0,0.0,0.1,,3,1,2,37,2
190,Poland,Saudi Arabia,Education City Stadium,Group Stage,low,Bronze,3,259,0.3,2022,1.0,259.0,0.0,0.2,0.1,336.7,3,1,4,26,32
191,Poland,Saudi Arabia,Education City Stadium,Group Stage,low,Bronze,5,259,0.36,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,3,1,4,26,32
192,Poland,Saudi Arabia,Education City Stadium,Group Stage,low,Bronze,7,259,0.35,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,3,1,4,26,32
193,Poland,Saudi Arabia,Education City Stadium,Group Stage,low,Gold,3,619,0.47,2022,2.0,309.5,0.0,0.2,0.1,402.35,3,1,4,26,32
194,Poland,Saudi Arabia,Education City Stadium,Group Stage,low,Gold,5,619,0.3,2022,2.0,309.5,0.0,0.1,0.1,371.4,3,1,4,26,32
195,Poland,Saudi Arabia,Education City Stadium,Group Stage,low,Gold,7,619,0.47,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,3,1,4,26,32
196,Poland,Saudi Arabia,Education City Stadium,Group Stage,low,Diamond,3,825,0.22,2022,3.0,275.0,0.0,0.2,0.1,,3,1,4,26,32
197,Poland,Saudi Arabia,Education City Stadium,Group Stage,low,Diamond,5,825,0.34,2022,3.0,275.0,0.0,0.1,0.1,,3,1,4,26,32
198,Poland,Saudi Arabia,Education City Stadium,Group Stage,low,Diamond,7,825,0.33,2022,3.0,275.0,0.0,0.0,0.1,,3,1,4,26,32
199,France,Denmark,Stadium 974,Group Stage,low,Bronze,3,259,0.45,2022,1.0,259.0,0.0,0.2,0.1,336.7,3,1,7,13,11
200,France,Denmark,Stadium 974,Group Stage,low,Bronze,5,259,0.24,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,3,1,7,13,11
201,France,Denmark,Stadium 974,Group Stage,low,Bronze,7,259,0.24,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,3,1,7,13,11
202,France,Denmark,Stadium 974,Group Stage,low,Gold,3,619,0.48,2022,2.0,309.5,0.0,0.2,0.1,402.35,3,1,7,13,11
203,France,Denmark,Stadium 974,Group Stage,low,Gold,5,619,0.47,2022,2.0,309.5,0.0,0.1,0.1,371.4,3,1,7,13,11
204,France,Denmark,Stadium 974,Group Stage,low,Gold,7,619,0.28,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,3,1,7,13,11
205,France,Denmark,Stadium 974,Group Stage,low,Diamond,3,825,0.28,2022,3.0,275.0,0.0,0.2,0.1,,3,1,7,13,11
206,France,Denmark,Stadium 974,Group Stage,low,Diamond,5,825,0.47,2022,3.0,275.0,0.0,0.1,0.1,,3,1,7,13,11
207,France,Denmark,Stadium 974,Group Stage,low,Diamond,7,825,0.23,2022,3.0,275.0,0.0,0.0,0.1,,3,1,7,13,11
208,Argentina,Mexico,Lusail Stadium,Group Stage,low,Bronze,3,259,0.36,2022,1.0,259.0,0.0,0.2,0.1,336.7,3,1,6,0,22
209,Argentina,Mexico,Lusail Stadium,Group Stage,low,Bronze,5,259,0.31,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,3,1,6,0,22
210,Argentina,Mexico,Lusail Stadium,Group Stage,low,Bronze,7,259,0.34,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,3,1,6,0,22
211,Argentina,Mexico,Lusail Stadium,Group Stage,low,Gold,3,619,0.27,2022,2.0,309.5,0.0,0.2,0.1,402.35,3,1,6,0,22
212,Argentina,Mexico,Lusail Stadium,Group Stage,low,Gold,5,619,0.24,2022,2.0,309.5,0.0,0.1,0.1,371.4,3,1,6,0,22
213,Argentina,Mexico,Lusail Stadium,Group Stage,low,Gold,7,619,0.22,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,3,1,6,0,22
214,Argentina,Mexico,Lusail Stadium,Group Stage,low,Diamond,3,825,0.3,2022,3.0,275.0,0.0,0.2,0.1,,3,1,6,0,22
215,Argentina,Mexico,Lusail Stadium,Group Stage,low,Diamond,5,825,0.21,2022,3.0,275.0,0.0,0.1,0.1,,3,1,6,0,22
216,Argentina,Mexico,Lusail Stadium,Group Stage,low,Diamond,7,825,0.41,2022,3.0,275.0,0.0,0.0,0.1,,3,1,6,0,22
217,Japan,Costa Rica,Ahmad Bin Ali Stadium,Group Stage,low,Bronze,3,259,0.35,2022,1.0,259.0,0.0,0.2,0.1,336.7,3,1,0,18,9
218,Japan,Costa Rica,Ahmad Bin Ali Stadium,Group Stage,low,Bronze,5,259,0.27,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,3,1,0,18,9
219,Japan,Costa Rica,Ahmad Bin Ali Stadium,Group Stage,low,Bronze,7,259,0.48,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,3,1,0,18,9
220,Japan,Costa Rica,Ahmad Bin Ali Stadium,Group Stage,low,Gold,3,619,0.38,2022,2.0,309.5,0.0,0.2,0.1,402.35,3,1,0,18,9
221,Japan,Costa Rica,Ahmad Bin Ali Stadium,Group Stage,low,Gold,5,619,0.22,2022,2.0,309.5,0.0,0.1,0.1,371.4,3,1,0,18,9
222,Japan,Costa Rica,Ahmad Bin Ali Stadium,Group Stage,low,Gold,7,619,0.26,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,3,1,0,18,9
223,Japan,Costa Rica,Ahmad Bin Ali Stadium,Group Stage,low,Diamond,3,825,0.34,2022,3.0,275.0,0.0,0.2,0.1,,3,1,0,18,9
224,Japan,Costa Rica,Ahmad Bin Ali Stadium,Group Stage,low,Diamond,5,825,0.36,2022,3.0,275.0,0.0,0.1,0.1,,3,1,0,18,9
225,Japan,Costa Rica,Ahmad Bin Ali Stadium,Group Stage,low,Diamond,7,825,0.26,2022,3.0,275.0,0.0,0.0,0.1,,3,1,0,18,9
226,Belgium,Morocco,Al Thumama Stadium,Group Stage,low,Bronze,3,259,0.22,2022,1.0,259.0,0.0,0.2,0.1,336.7,3,1,3,2,23
227,Belgium,Morocco,Al Thumama Stadium,Group Stage,low,Bronze,5,259,0.46,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,3,1,3,2,23
228,Belgium,Morocco,Al Thumama Stadium,Group Stage,low,Bronze,7,259,0.4,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,3,1,3,2,23
229,Belgium,Morocco,Al Thumama Stadium,Group Stage,low,Gold,3,619,0.29,2022,2.0,309.5,0.0,0.2,0.1,402.35,3,1,3,2,23
230,Belgium,Morocco,Al Thumama Stadium,Group Stage,low,Gold,5,619,0.48,2022,2.0,309.5,0.0,0.1,0.1,371.4,3,1,3,2,23
231,Belgium,Morocco,Al Thumama Stadium,Group Stage,low,Gold,7,619,0.44,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,3,1,3,2,23
232,Belgium,Morocco,Al Thumama Stadium,Group Stage,low,Diamond,3,825,0.41,2022,3.0,275.0,0.0,0.2,0.1,,3,1,3,2,23
233,Belgium,Morocco,Al Thumama Stadium,Group Stage,low,Diamond,5,825,0.36,2022,3.0,275.0,0.0,0.1,0.1,,3,1,3,2,23
234,Belgium,Morocco,Al Thumama Stadium,Group Stage,low,Diamond,7,825,0.26,2022,3.0,275.0,0.0,0.0,0.1,,3,1,3,2,23
235,Croatia,Canada,Khalifa International,Group Stage,low,Bronze,3,259,0.21,2022,1.0,259.0,0.0,0.2,0.1,336.7,3,1,5,8,6
236,Croatia,Canada,Khalifa International,Group Stage,low,Bronze,5,259,0.45,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,3,1,5,8,6
237,Croatia,Canada,Khalifa International,Group Stage,low,Bronze,7,259,0.21,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,3,1,5,8,6
238,Croatia,Canada,Khalifa International,Group Stage,low,Gold,3,619,0.36,2022,2.0,309.5,0.0,0.2,0.1,402.35,3,1,5,8,6
239,Croatia,Canada,Khalifa International,Group Stage,low,Gold,5,619,0.34,2022,2.0,309.5,0.0,0.1,0.1,371.4,3,1,5,8,6
240,Croatia,Canada,Khalifa International,Group Stage,low,Gold,7,619,0.3,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,3,1,5,8,6
241,Croatia,Canada,Khalifa International,Group Stage,low,Diamond,3,825,0.5,2022,3.0,275.0,0.0,0.2,0.1,,3,1,5,8,6
242,Croatia,Canada,Khalifa International,Group Stage,low,Diamond,5,825,0.32,2022,3.0,275.0,0.0,0.1,0.1,,3,1,5,8,6
243,Croatia,Canada,Khalifa International,Group Stage,low,Diamond,7,825,0.26,2022,3.0,275.0,0.0,0.0,0.1,,3,1,5,8,6
244,Spain,Germany,Al Bayt Stadium,Group Stage,low,Bronze,3,259,0.43,2022,1.0,259.0,0.0,0.2,0.1,336.7,3,1,1,34,16
245,Spain,Germany,Al Bayt Stadium,Group Stage,low,Bronze,5,259,0.36,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,3,1,1,34,16
246,Spain,Germany,Al Bayt Stadium,Group Stage,low,Bronze,7,259,0.29,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,3,1,1,34,16
247,Spain,Germany,Al Bayt Stadium,Group Stage,low,Gold,3,619,0.31,2022,2.0,309.5,0.0,0.2,0.1,402.35,3,1,1,34,16
248,Spain,Germany,Al Bayt Stadium,Group Stage,low,Gold,5,619,0.42,2022,2.0,309.5,0.0,0.1,0.1,371.4,3,1,1,34,16
249,Spain,Germany,Al Bayt Stadium,Group Stage,low,Gold,7,619,0.45,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,3,1,1,34,16
250,Spain,Germany,Al Bayt Stadium,Group Stage,low,Diamond,3,825,0.44,2022,3.0,275.0,0.0,0.2,0.1,,3,1,1,34,16
251,Spain,Germany,Al Bayt Stadium,Group Stage,low,Diamond,5,825,0.42,2022,3.0,275.0,0.0,0.1,0.1,,3,1,1,34,16
252,Spain,Germany,Al Bayt Stadium,Group Stage,low,Diamond,7,825,0.22,2022,3.0,275.0,0.0,0.0,0.1,,3,1,1,34,16
253,Cameroon,Serbia,Al Janoub Stadium,Group Stage,low,Bronze,3,259,0.24,2022,1.0,259.0,0.0,0.2,0.1,336.7,3,1,2,4,34
254,Cameroon,Serbia,Al Janoub Stadium,Group Stage,low,Bronze,5,259,0.44,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,3,1,2,4,34
255,Cameroon,Serbia,Al Janoub Stadium,Group Stage,low,Bronze,7,259,0.22,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,3,1,2,4,34
256,Cameroon,Serbia,Al Janoub Stadium,Group Stage,low,Gold,3,619,0.35,2022,2.0,309.5,0.0,0.2,0.1,402.35,3,1,2,4,34
257,Cameroon,Serbia,Al Janoub Stadium,Group Stage,low,Gold,5,619,0.33,2022,2.0,309.5,0.0,0.1,0.1,371.4,3,1,2,4,34
258,Cameroon,Serbia,Al Janoub Stadium,Group Stage,low,Gold,7,619,0.36,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,3,1,2,4,34
259,Cameroon,Serbia,Al Janoub Stadium,Group Stage,low,Diamond,3,825,0.31,2022,3.0,275.0,0.0,0.2,0.1,,3,1,2,4,34
260,Cameroon,Serbia,Al Janoub Stadium,Group Stage,low,Diamond,5,825,0.3,2022,3.0,275.0,0.0,0.1,0.1,,3,1,2,4,34
261,Cameroon,Serbia,Al Janoub Stadium,Group Stage,low,Diamond,7,825,0.3,2022,3.0,275.0,0.0,0.0,0.1,,3,1,2,4,34
262,South Korea,Ghana,Education City Stadium,Group Stage,low,Bronze,3,259,0.41,2022,1.0,259.0,0.0,0.2,0.1,336.7,3,1,4,33,17
263,South Korea,Ghana,Education City Stadium,Group Stage,low,Bronze,5,259,0.45,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,3,1,4,33,17
264,South Korea,Ghana,Education City Stadium,Group Stage,low,Bronze,7,259,0.34,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,3,1,4,33,17
265,South Korea,Ghana,Education City Stadium,Group Stage,low,Gold,3,619,0.33,2022,2.0,309.5,0.0,0.2,0.1,402.35,3,1,4,33,17
266,South Korea,Ghana,Education City Stadium,Group Stage,low,Gold,5,619,0.39,2022,2.0,309.5,0.0,0.1,0.1,371.4,3,1,4,33,17
267,South Korea,Ghana,Education City Stadium,Group Stage,low,Gold,7,619,0.21,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,3,1,4,33,17
268,South Korea,Ghana,Education City Stadium,Group Stage,low,Diamond,3,825,0.21,2022,3.0,275.0,0.0,0.2,0.1,,3,1,4,33,17
269,South Korea,Ghana,Education City Stadium,Group Stage,low,Diamond,5,825,0.47,2022,3.0,275.0,0.0,0.1,0.1,,3,1,4,33,17
270,South Korea,Ghana,Education City Stadium,Group Stage,low,Diamond,7,825,0.44,2022,3.0,275.0,0.0,0.0,0.1,,3,1,4,33,17
271,Brazil,Switzerland,Stadium 974,Group Stage,low,Bronze,3,259,0.24,2022,1.0,259.0,0.0,0.2,0.1,336.7,3,1,7,3,39
272,Brazil,Switzerland,Stadium 974,Group Stage,low,Bronze,5,259,0.24,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,3,1,7,3,39
273,Brazil,Switzerland,Stadium 974,Group Stage,low,Bronze,7,259,0.39,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,3,1,7,3,39
274,Brazil,Switzerland,Stadium 974,Group Stage,low,Gold,3,619,0.26,2022,2.0,309.5,0.0,0.2,0.1,402.35,3,1,7,3,39
275,Brazil,Switzerland,Stadium 974,Group Stage,low,Gold,5,619,0.49,2022,2.0,309.5,0.0,0.1,0.1,371.4,3,1,7,3,39
276,Brazil,Switzerland,Stadium 974,Group Stage,low,Gold,7,619,0.26,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,3,1,7,3,39
277,Brazil,Switzerland,Stadium 974,Group Stage,low,Diamond,3,825,0.21,2022,3.0,275.0,0.0,0.2,0.1,,3,1,7,3,39
278,Brazil,Switzerland,Stadium 974,Group Stage,low,Diamond,5,825,0.25,2022,3.0,275.0,0.0,0.1,0.1,,3,1,7,3,39
279,Brazil,Switzerland,Stadium 974,Group Stage,low,Diamond,7,825,0.33,2022,3.0,275.0,0.0,0.0,0.1,,3,1,7,3,39
280,Portugal,Uruguay,Lusail Stadium,Group Stage,low,Bronze,3,259,0.37,2022,1.0,259.0,0.0,0.2,0.1,336.7,3,1,6,27,42
281,Portugal,Uruguay,Lusail Stadium,Group Stage,low,Bronze,5,259,0.3,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,3,1,6,27,42
282,Portugal,Uruguay,Lusail Stadium,Group Stage,low,Bronze,7,259,0.4,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,3,1,6,27,42
283,Portugal,Uruguay,Lusail Stadium,Group Stage,low,Gold,3,619,0.38,2022,2.0,309.5,0.0,0.2,0.1,402.35,3,1,6,27,42
284,Portugal,Uruguay,Lusail Stadium,Group Stage,low,Gold,5,619,0.33,2022,2.0,309.5,0.0,0.1,0.1,371.4,3,1,6,27,42
285,Portugal,Uruguay,Lusail Stadium,Group Stage,low,Gold,7,619,0.27,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,3,1,6,27,42
286,Portugal,Uruguay,Lusail Stadium,Group Stage,low,Diamond,3,825,0.23,2022,3.0,275.0,0.0,0.2,0.1,,3,1,6,27,42
287,Portugal,Uruguay,Lusail Stadium,Group Stage,low,Diamond,5,825,0.38,2022,3.0,275.0,0.0,0.1,0.1,,3,1,6,27,42
288,Portugal,Uruguay,Lusail Stadium,Group Stage,low,Diamond,7,825,0.46,2022,3.0,275.0,0.0,0.0,0.1,,3,1,6,27,42
289,Ecuador,Senegal,Khalifa International,Group Stage,low,Bronze,3,259,0.47,2022,1.0,259.0,0.0,0.2,0.1,336.7,3,1,5,10,33
290,Ecuador,Senegal,Khalifa International,Group Stage,low,Bronze,5,259,0.43,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,3,1,5,10,33
291,Ecuador,Senegal,Khalifa International,Group Stage,low,Bronze,7,259,0.42,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,3,1,5,10,33
292,Ecuador,Senegal,Khalifa International,Group Stage,low,Gold,3,619,0.26,2022,2.0,309.5,0.0,0.2,0.1,402.35,3,1,5,10,33
293,Ecuador,Senegal,Khalifa International,Group Stage,low,Gold,5,619,0.22,2022,2.0,309.5,0.0,0.1,0.1,371.4,3,1,5,10,33
294,Ecuador,Senegal,Khalifa International,Group Stage,low,Gold,7,619,0.4,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,3,1,5,10,33
295,Ecuador,Senegal,Khalifa International,Group Stage,low,Diamond,3,825,0.48,2022,3.0,275.0,0.0,0.2,0.1,,3,1,5,10,33
296,Ecuador,Senegal,Khalifa International,Group Stage,low,Diamond,5,825,0.37,2022,3.0,275.0,0.0,0.1,0.1,,3,1,5,10,33
297,Ecuador,Senegal,Khalifa International,Group Stage,low,Diamond,7,825,0.32,2022,3.0,275.0,0.0,0.0,0.1,,3,1,5,10,33
298,Netherlands,Qatar,Al Bayt Stadium,Group Stage,low,Bronze,3,259,0.43,2022,1.0,259.0,0.0,0.2,0.1,336.7,3,1,1,21,30
299,Netherlands,Qatar,Al Bayt Stadium,Group Stage,low,Bronze,5,259,0.28,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,3,1,1,21,30
300,Netherlands,Qatar,Al Bayt Stadium,Group Stage,low,Bronze,7,259,0.3,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,3,1,1,21,30
301,Netherlands,Qatar,Al Bayt Stadium,Group Stage,low,Gold,3,619,0.47,2022,2.0,309.5,0.0,0.2,0.1,402.35,3,1,1,21,30
302,Netherlands,Qatar,Al Bayt Stadium,Group Stage,low,Gold,5,619,0.44,2022,2.0,309.5,0.0,0.1,0.1,371.4,3,1,1,21,30
303,Netherlands,Qatar,Al Bayt Stadium,Group Stage,low,Gold,7,619,0.41,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,3,1,1,21,30
304,Netherlands,Qatar,Al Bayt Stadium,Group Stage,low,Diamond,3,825,0.24,2022,3.0,275.0,0.0,0.2,0.1,,3,1,1,21,30
305,Netherlands,Qatar,Al Bayt Stadium,Group Stage,low,Diamond,5,825,0.46,2022,3.0,275.0,0.0,0.1,0.1,,3,1,1,21,30
306,Netherlands,Qatar,Al Bayt Stadium,Group Stage,low,Diamond,7,825,0.32,2022,3.0,275.0,0.0,0.0,0.1,,3,1,1,21,30
307,Iran,USA,Al Thumama Stadium,Group Stage,low,Bronze,3,259,0.47,2022,1.0,259.0,0.0,0.2,0.1,336.7,3,1,3,17,41
308,Iran,USA,Al Thumama Stadium,Group Stage,low,Bronze,5,259,0.33,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,3,1,3,17,41
309,Iran,USA,Al Thumama Stadium,Group Stage,low,Bronze,7,259,0.26,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,3,1,3,17,41
310,Iran,USA,Al Thumama Stadium,Group Stage,low,Gold,3,619,0.31,2022,2.0,309.5,0.0,0.2,0.1,402.35,3,1,3,17,41
311,Iran,USA,Al Thumama Stadium,Group Stage,low,Gold,5,619,0.3,2022,2.0,309.5,0.0,0.1,0.1,371.4,3,1,3,17,41
312,Iran,USA,Al Thumama Stadium,Group Stage,low,Gold,7,619,0.31,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,3,1,3,17,41
313,Iran,USA,Al Thumama Stadium,Group Stage,low,Diamond,3,825,0.36,2022,3.0,275.0,0.0,0.2,0.1,,3,1,3,17,41
314,Iran,USA,Al Thumama Stadium,Group Stage,low,Diamond,5,825,0.33,2022,3.0,275.0,0.0,0.1,0.1,,3,1,3,17,41
315,Iran,USA,Al Thumama Stadium,Group Stage,low,Diamond,7,825,0.28,2022,3.0,275.0,0.0,0.0,0.1,,3,1,3,17,41
316,Wales,England,Ahmad Bin Ali Stadium,Group Stage,low,Bronze,3,259,0.38,2022,1.0,259.0,0.0,0.2,0.1,336.7,3,1,0,40,14
317,Wales,England,Ahmad Bin Ali Stadium,Group Stage,low,Bronze,5,259,0.4,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,3,1,0,40,14
318,Wales,England,Ahmad Bin Ali Stadium,Group Stage,low,Bronze,7,259,0.31,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,3,1,0,40,14
319,Wales,England,Ahmad Bin Ali Stadium,Group Stage,low,Gold,3,619,0.25,2022,2.0,309.5,0.0,0.2,0.1,402.35,3,1,0,40,14
320,Wales,England,Ahmad Bin Ali Stadium,Group Stage,low,Gold,5,619,0.48,2022,2.0,309.5,0.0,0.1,0.1,371.4,3,1,0,40,14
321,Wales,England,Ahmad Bin Ali Stadium,Group Stage,low,Gold,7,619,0.4,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,3,1,0,40,14
322,Wales,England,Ahmad Bin Ali Stadium,Group Stage,low,Diamond,3,825,0.3,2022,3.0,275.0,0.0,0.2,0.1,,3,1,0,40,14
323,Wales,England,Ahmad Bin Ali Stadium,Group Stage,low,Diamond,5,825,0.38,2022,3.0,275.0,0.0,0.1,0.1,,3,1,0,40,14
324,Wales,England,Ahmad Bin Ali Stadium,Group Stage,low,Diamond,7,825,0.41,2022,3.0,275.0,0.0,0.0,0.1,,3,1,0,40,14
325,Tunisia,France,Education City Stadium,Group Stage,low,Bronze,3,259,0.34,2022,1.0,259.0,0.0,0.2,0.1,336.7,3,1,4,37,15
326,Tunisia,France,Education City Stadium,Group Stage,low,Bronze,5,259,0.38,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,3,1,4,37,15
327,Tunisia,France,Education City Stadium,Group Stage,low,Bronze,7,259,0.46,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,3,1,4,37,15
328,Tunisia,France,Education City Stadium,Group Stage,low,Gold,3,619,0.27,2022,2.0,309.5,0.0,0.2,0.1,402.35,3,1,4,37,15
329,Tunisia,France,Education City Stadium,Group Stage,low,Gold,5,619,0.36,2022,2.0,309.5,0.0,0.1,0.1,371.4,3,1,4,37,15
330,Tunisia,France,Education City Stadium,Group Stage,low,Gold,7,619,0.25,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,3,1,4,37,15
331,Tunisia,France,Education City Stadium,Group Stage,low,Diamond,3,825,0.24,2022,3.0,275.0,0.0,0.2,0.1,,3,1,4,37,15
332,Tunisia,France,Education City Stadium,Group Stage,low,Diamond,5,825,0.31,2022,3.0,275.0,0.0,0.1,0.1,,3,1,4,37,15
333,Tunisia,France,Education City Stadium,Group Stage,low,Diamond,7,825,0.49,2022,3.0,275.0,0.0,0.0,0.1,,3,1,4,37,15
334,Australia,Denmark,Al Janoub Stadium,Group Stage,low,Bronze,3,259,0.28,2022,1.0,259.0,0.0,0.2,0.1,336.7,3,1,2,1,11
335,Australia,Denmark,Al Janoub Stadium,Group Stage,low,Bronze,5,259,0.31,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,3,1,2,1,11
336,Australia,Denmark,Al Janoub Stadium,Group Stage,low,Bronze,7,259,0.25,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,3,1,2,1,11
337,Australia,Denmark,Al Janoub Stadium,Group Stage,low,Gold,3,619,0.28,2022,2.0,309.5,0.0,0.2,0.1,402.35,3,1,2,1,11
338,Australia,Denmark,Al Janoub Stadium,Group Stage,low,Gold,5,619,0.37,2022,2.0,309.5,0.0,0.1,0.1,371.4,3,1,2,1,11
339,Australia,Denmark,Al Janoub Stadium,Group Stage,low,Gold,7,619,0.37,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,3,1,2,1,11
340,Australia,Denmark,Al Janoub Stadium,Group Stage,low,Diamond,3,825,0.37,2022,3.0,275.0,0.0,0.2,0.1,,3,1,2,1,11
341,Australia,Denmark,Al Janoub Stadium,Group Stage,low,Diamond,5,825,0.25,2022,3.0,275.0,0.0,0.1,0.1,,3,1,2,1,11
342,Australia,Denmark,Al Janoub Stadium,Group Stage,low,Diamond,7,825,0.44,2022,3.0,275.0,0.0,0.0,0.1,,3,1,2,1,11
343,Poland,Argentina,Stadium 974,Group Stage,low,Bronze,3,259,0.24,2022,1.0,259.0,0.0,0.2,0.1,336.7,3,1,7,26,1
344,Poland,Argentina,Stadium 974,Group Stage,low,Bronze,5,259,0.28,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,3,1,7,26,1
345,Poland,Argentina,Stadium 974,Group Stage,low,Bronze,7,259,0.22,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,3,1,7,26,1
