Ticket_id,Team_1,Team_2,Venue,Stage,Importance,Seat_Type,Days_until_match,Base_Price,Tickets_Sold,Year
306,Netherlands,Qatar,Al Bayt Stadium,Group Stage,low,Diamond,7,825,0.32,2022
307,Iran,USA,Al Thumama Stadium,Group Stage,low,Bronze,3,259,0.47,2022
308,Iran,USA,Al Thumama Stadium,Group Stage,low,Bronze,5,259,0.33,2022
309,Iran,USA,Al Thumama Stadium,Group Stage,low,Bronze,7,259,0.26,2022
310,Iran,USA,Al Thumama Stadium,Group Stage,low,Gold,3,619,0.31,2022
311,Iran,USA,Al Thumama Stadium,Group Stage,low,Gold,5,619,0.3,2022
312,Iran,USA,Al Thumama Stadium,Group Stage,low,Gold,7,619,0.31,2022
313,Iran,USA,Al Thumama Stadium,Group Stage,low,Diamond,3,825,0.36,2022
314,Iran,USA,Al Thumama Stadium,Group Stage,low,Diamond,5,825,0.33,2022
315,Iran,USA,Al Thumama Stadium,Group Stage,low,Diamond,7,825,0.28,2022
316,Wales,England,Ahmad Bin Ali Stadium,Group Stage,low,Bronze,3,259,0.38,2022
317,Wales,England,Ahmad Bin Ali Stadium,Group Stage,low,Bronze,5,259,0.4,2022
318,Wales,England,Ahmad Bin Ali Stadium,Group Stage,low,Bronze,7,259,0.31,2022
319,Wales,England,Ahmad Bin Ali Stadium,Group Stage,low,Gold,3,619,0.25,2022
320,Wales,England,Ahmad Bin Ali Stadium,Group Stage,low,Gold,5,619,0.48,2022
321,Wales,England,Ahmad Bin Ali Stadium,Group Stage,low,Gold,7,619,0.4,2022
322,Wales,England,Ahmad Bin Ali Stadium,Group Stage,low,Diamond,3,825,0.3,2022
323,Wales,England,Ahmad Bin Ali Stadium,Group Stage,low,Diamond,5,825,0.38,2022
324,Wales,England,Ahmad Bin Ali Stadium,Group Stage,low,Diamond,7,825,0.41,2022
325,Tunisia,France,Education City Stadium,Group Stage,low,Bronze,3,259,0.34,2022
326,Tunisia,France,Education City Stadium,Group Stage,low,Bronze,5,259,0.38,2022
327,Tunisia,France,Education City Stadium,Group Stage,low,Bronze,7,259,0.46,2022
328,Tunisia,France,Education City Stadium,Group Stage,low,Gold,3,619,0.27,2022
329,Tunisia,France,Education City Stadium,Group Stage,low,Gold,5,619,0.36,2022
330,Tunisia,France,Education City Stadium,Group Stage,low,Gold,7,619,0.25,2022
331,Tunisia,France,Education City Stadium,Group Stage,low,Diamond,3,825,0.24,2022
332,Tunisia,France,Education City Stadium,Group Stage,low,Diamond,5,825,0.31,2022
333,Tunisia,France,Education City Stadium,Group Stage,low,Diamond,7,825,0.49,2022
334,Australia,Denmark,Al Janoub Stadium,Group Stage,low,Bronze,3,259,0.28,2022
335,Australia,Denmark,Al Janoub Stadium,Group Stage,low,Bronze,5,259,0.31,2022
336,Australia,Denmark,Al Janoub Stadium,Group Stage,low,Bronze,7,259,0.25,2022
337,Australia,Denmark,Al Janoub Stadium,Group Stage,low,Gold,3,619,0.28,2022
338,Australia,Denmark,Al Janoub Stadium,Group Stage,low,Gold,5,619,0.37,2022
339,Australia,Denmark,Al Janoub Stadium,Group Stage,low,Gold,7,619,0.37,2022
340,Australia,Denmark,Al Janoub Stadium,Group Stage,low,Diamond,3,825,0.37,2022
341,Australia,Denmark,Al Janoub Stadium,Group Stage,low,Diamond,5,825,0.25,2022
342,Australia,Denmark,Al Janoub Stadium,Group Stage,low,Diamond,7,825,0.44,2022
343,Poland,Argentina,Stadium 974,Group Stage,low,Bronze,3,259,0.24,2022
344,Poland,Argentina,Stadium 974,Group Stage,low,Bronze,5,259,0.28,2022
345,Poland,Argentina,Stadium 974,Group Stage,low,Bronze,7,259,0.22,2022
346,Poland,Argentina,Stadium 974,Group Stage,low,Gold,3,619,0.48,2022
347,Poland,Argentina,Stadium 974,Group Stage,low,Gold,5,619,0.39,2022
348,Poland,Argentina,Stadium 974,Group Stage,low,Gold,7,619,0.43,2022
349,Poland,Argentina,Stadium 974,Group Stage,low,Diamond,3,825,0.21,2022
350,Poland,Argentina,Stadium 974,Group Stage,low,Diamond,5,825,0.23,2022
351,Poland,Argentina,Stadium 974,Group Stage,low,Diamond,7,825,0.34,2022
352,Saudi Arabia,Mexico,Lusail Stadium,Group Stage,low,Bronze,3,259,0.32,2022
353,Saudi Arabia,Mexico,Lusail Stadium,Group Stage,low,Bronze,5,259,0.4,2022
354,Saudi Arabia,Mexico,Lusail Stadium,Group Stage,low,Bronze,7,259,0.3,2022
355,Saudi Arabia,Mexico,Lusail Stadium,Group Stage,low,Gold,3,619,0.26,2022
356,Saudi Arabia,Mexico,Lusail Stadium,Group Stage,low,Gold,5,619,0.49,2022
357,Saudi Arabia,Mexico,Lusail Stadium,Group Stage,low,Gold,7,619,0.21,2022
358,Saudi Arabia,Mexico,Lusail Stadium,Group Stage,low,Diamond,3,825,0.23,2022
359,Saudi Arabia,Mexico,Lusail Stadium,Group Stage,low,Diamond,5,825,0.24,2022
360,Saudi Arabia,Mexico,Lusail Stadium,Group Stage,low,Diamond,7,825,0.42,2022
361,Croatia,Belgium,Ahmad Bin Ali Stadium,Group Stage,low,Bronze,3,259,0.4,2022
362,Croatia,Belgium,Ahmad Bin Ali Stadium,Group Stage,low,Bronze,5,259,0.36,2022
363,Croatia,Belgium,Ahmad Bin Ali Stadium,Group Stage,low,Bronze,7,259,0.36,2022
364,Croatia,Belgium,Ahmad Bin Ali Stadium,Group Stage,low,Gold,3,619,0.46,2022
365,Croatia,Belgium,Ahmad Bin Ali Stadium,Group Stage,low,Gold,5,619,0.42,2022
366,Croatia,Belgium,Ahmad Bin Ali Stadium,Group Stage,low,Gold,7,619,0.41,2022
367,Croatia,Belgium,Ahmad Bin Ali Stadium,Group Stage,low,Diamond,3,825,0.44,2022
368,Croatia,Belgium,Ahmad Bin Ali Stadium,Group Stage,low,Diamond,5,825,0.36,2022
369,Croatia,Belgium,Ahmad Bin Ali Stadium,Group Stage,low,Diamond,7,825,0.45,2022
370,Canada,Morocco,Al Thumama Stadium,Group Stage,low,Bronze,3,259,0.31,2022
371,Canada,Morocco,Al Thumama Stadium,Group Stage,low,Bronze,5,259,0.49,2022
372,Canada,Morocco,Al Thumama Stadium,Group Stage,low,Bronze,7,259,0.3,2022
373,Canada,Morocco,Al Thumama Stadium,Group Stage,low,Gold,3,619,0.27,2022
374,Canada,Morocco,Al Thumama Stadium,Group Stage,low,Gold,5,619,0.26,2022
375,Canada,Morocco,Al Thumama Stadium,Group Stage,low,Gold,7,619,0.46,2022
376,Canada,Morocco,Al Thumama Stadium,Group Stage,low,Diamond,3,825,0.34,2022
377,Canada,Morocco,Al Thumama Stadium,Group Stage,low,Diamond,5,825,0.37,2022
378,Canada,Morocco,Al Thumama Stadium,Group Stage,low,Diamond,7,825,0.38,2022
379,Japan,Spain,Khalifa International,Group Stage,low,Bronze,3,259,0.35,2022
380,Japan,Spain,Khalifa International,Group Stage,low,Bronze,5,259,0.26,2022
381,Japan,Spain,Khalifa International,Group Stage,low,Bronze,7,259,0.38,2022
382,Japan,Spain,Khalifa International,Group Stage,low,Gold,3,619,0.28,2022
383,Japan,Spain,Khalifa International,Group Stage,low,Gold,5,619,0.26,2022
384,Japan,Spain,Khalifa International,Group Stage,low,Gold,7,619,0.48,2022
385,Japan,Spain,Khalifa International,Group Stage,low,Diamond,3,825,0.37,2022
386,Japan,Spain,Khalifa International,Group Stage,low,Diamond,5,825,0.24,2022
387,Japan,Spain,Khalifa International,Group Stage,low,Diamond,7,825,0.34,2022
388,Costa Rica,Germany,Al Bayt Stadium,Group Stage,low,Bronze,3,259,0.26,2022
389,Costa Rica,Germany,Al Bayt Stadium,Group Stage,low,Bronze,5,259,0.36,2022
390,Costa Rica,Germany,Al Bayt Stadium,Group Stage,low,Bronze,7,259,0.33,2022
391,Costa Rica,Germany,Al Bayt Stadium,Group Stage,low,Gold,3,619,0.23,2022
392,Costa Rica,Germany,Al Bayt Stadium,Group Stage,low,Gold,5,619,0.47,2022
393,Costa Rica,Germany,Al Bayt Stadium,Group Stage,low,Gold,7,619,0.4,2022
394,Costa Rica,Germany,Al Bayt Stadium,Group Stage,low,Diamond,3,825,0.3,2022
395,Costa Rica,Germany,Al Bayt Stadium,Group Stage,low,Diamond,5,825,0.45,2022
396,Costa Rica,Germany,Al Bayt Stadium,Group Stage,low,Diamond,7,825,0.36,2022
397,South Korea,Portugal,Education City Stadium,Group Stage,low,Bronze,3,259,0.24,2022
398,South Korea,Portugal,Education City Stadium,Group Stage,low,Bronze,5,259,0.37,2022
399,South Korea,Portugal,Education City Stadium,Group Stage,low,Bronze,7,259,0.33,2022
400,South Korea,Portugal,Education City Stadium,Group Stage,low,Gold,3,619,0.45,2022
401,South Korea,Portugal,Education City Stadium,Group Stage,low,Gold,5,619,0.45,2022
402,South Korea,Portugal,Education City Stadium,Group Stage,low,Gold,7,619,0.4,2022
403,South Korea,Portugal,Education City Stadium,Group Stage,low,Diamond,3,825,0.42,2022
404,South Korea,Portugal,Education City Stadium,Group Stage,low,Diamond,5,825,0.34,2022
405,South Korea,Portugal,Education City Stadium,Group Stage,low,Diamond,7,825,0.31,2022
406,Ghana,Uruguay,Al Janoub Stadium,Group Stage,low,Bronze,3,259,0.49,2022
407,Ghana,Uruguay,Al Janoub Stadium,Group Stage,low,Bronze,5,259,0.2,2022
408,Ghana,Uruguay,Al Janoub Stadium,Group Stage,low,Bronze,7,259,0.34,2022
409,Ghana,Uruguay,Al Janoub Stadium,Group Stage,low,Gold,3,619,0.44,2022
410,Ghana,Uruguay,Al Janoub Stadium,Group Stage,low,Gold,5,619,0.26,2022
411,Ghana,Uruguay,Al Janoub Stadium,Group Stage,low,Gold,7,619,0.34,2022
412,Ghana,Uruguay,Al Janoub Stadium,Group Stage,low,Diamond,3,825,0.24,2022
413,Ghana,Uruguay,Al Janoub Stadium,Group Stage,low,Diamond,5,825,0.37,2022
414,Ghana,Uruguay,Al Janoub Stadium,Group Stage,low,Diamond,7,825,0.24,2022
415,Serbia,Switzerland,Stadium 974,Group Stage,low,Bronze,3,259,0.26,2022
416,Serbia,Switzerland,Stadium 974,Group Stage,low,Bronze,5,259,0.4,2022
417,Serbia,Switzerland,Stadium 974,Group Stage,low,Bronze,7,259,0.42,2022
418,Serbia,Switzerland,Stadium 974,Group Stage,low,Gold,3,619,0.48,2022
419,Serbia,Switzerland,Stadium 974,Group Stage,low,Gold,5,619,0.46,2022
420,Serbia,Switzerland,Stadium 974,Group Stage,low,Gold,7,619,0.25,2022
421,Serbia,Switzerland,Stadium 974,Group Stage,low,Diamond,3,825,0.26,2022
422,Serbia,Switzerland,Stadium 974,Group Stage,low,Diamond,5,825,0.31,2022
423,Serbia,Switzerland,Stadium 974,Group Stage,low,Diamond,7,825,0.26,2022
424,Cameroon,Brazil,Lusail Stadium,Group Stage,low,Bronze,3,259,0.39,2022
425,Cameroon,Brazil,Lusail Stadium,Group Stage,low,Bronze,5,259,0.46,2022
426,Cameroon,Brazil,Lusail Stadium,Group Stage,low,Bronze,7,259,0.44,2022
427,Cameroon,Brazil,Lusail Stadium,Group Stage,low,Gold,3,619,0.37,2022
428,Cameroon,Brazil,Lusail Stadium,Group Stage,low,Gold,5,619,0.21,2022
429,Cameroon,Brazil,Lusail Stadium,Group Stage,low,Gold,7,619,0.29,2022
430,Cameroon,Brazil,Lusail Stadium,Group Stage,low,Diamond,3,825,0.45,2022
431,Cameroon,Brazil,Lusail Stadium,Group Stage,low,Diamond,5,825,0.37,2022
432,Cameroon,Brazil,Lusail Stadium,Group Stage,low,Diamond,7,825,0.28,2022
433,Netherlands,USA,Khalifa International,Round of 16,Medium,Bronze,3,360,0.52,2022
434,Netherlands,USA,Khalifa International,Round of 16,Medium,Bronze,5,360,0.46,2022
435,Netherlands,USA,Khalifa International,Round of 16,Medium,Bronze,7,360,0.47,2022
436,Netherlands,USA,Khalifa International,Round of 16,Medium,Gold,3,773,0.7,2022
437,Netherlands,USA,Khalifa International,Round of 16,Medium,Gold,5,773,0.41,2022
438,Netherlands,USA,Khalifa International,Round of 16,Medium,Gold,7,773,0.43,2022
439,Netherlands,USA,Khalifa International,Round of 16,Medium,Diamond,3,1031,0.6,2022
440,Netherlands,USA,Khalifa International,Round of 16,Medium,Diamond,5,1031,0.54,2022
441,Netherlands,USA,Khalifa International,Round of 16,Medium,Diamond,7,1031,0.56,2022
442,Argentina,Australia,Ahmad Bin Ali Stadium,Round of 16,Medium,Bronze,3,360,0.67,2022
443,Argentina,Australia,Ahmad Bin Ali Stadium,Round of 16,Medium,Bronze,5,360,0.43,2022
444,Argentina,Australia,Ahmad Bin Ali Stadium,Round of 16,Medium,Bronze,7,360,0.55,2022
445,Argentina,Australia,Ahmad Bin Ali Stadium,Round of 16,Medium,Gold,3,773,0.48,2022
446,Argentina,Australia,Ahmad Bin Ali Stadium,Round of 16,Medium,Gold,5,773,0.48,2022
447,Argentina,Australia,Ahmad Bin Ali Stadium,Round of 16,Medium,Gold,7,773,0.61,2022
448,Argentina,Australia,Ahmad Bin Ali Stadium,Round of 16,Medium,Diamond,3,1031,0.72,2022
449,Argentina,Australia,Ahmad Bin Ali Stadium,Round of 16,Medium,Diamond,5,1031,0.73,2022
450,Argentina,Australia,Ahmad Bin Ali Stadium,Round of 16,Medium,Diamond,7,1031,0.59,2022
451,France,Poland,Al Thumama Stadium,Round of 16,Medium,Bronze,3,360,0.59,2022
452,France,Poland,Al Thumama Stadium,Round of 16,Medium,Bronze,5,360,0.42,2022
453,France,Poland,Al Thumama Stadium,Round of 16,Medium,Bronze,7,360,0.52,2022
454,France,Poland,Al Thumama Stadium,Round of 16,Medium,Gold,3,773,0.43,2022
455,France,Poland,Al Thumama Stadium,Round of 16,Medium,Gold,5,773,0.52,2022
456,France,Poland,Al Thumama Stadium,Round of 16,Medium,Gold,7,773,0.52,2022
457,France,Poland,Al Thumama Stadium,Round of 16,Medium,Diamond,3,1031,0.54,2022
458,France,Poland,Al Thumama Stadium,Round of 16,Medium,Diamond,5,1031,0.58,2022
459,France,Poland,Al Thumama Stadium,Round of 16,Medium,Diamond,7,1031,0.69,2022
460,England,Senegal,Al Bayt Stadium,Round of 16,Medium,Bronze,3,360,0.6,2022
461,England,Senegal,Al Bayt Stadium,Round of 16,Medium,Bronze,5,360,0.47,2022
462,England,Senegal,Al Bayt Stadium,Round of 16,Medium,Bronze,7,360,0.41,2022
463,England,Senegal,Al Bayt Stadium,Round of 16,Medium,Gold,3,773,0.43,2022
464,England,Senegal,Al Bayt Stadium,Round of 16,Medium,Gold,5,773,0.73,2022
465,England,Senegal,Al Bayt Stadium,Round of 16,Medium,Gold,7,773,0.42,2022
466,England,Senegal,Al Bayt Stadium,Round of 16,Medium,Diamond,3,1031,0.68,2022
467,England,Senegal,Al Bayt Stadium,Round of 16,Medium,Diamond,5,1031,0.72,2022
468,England,Senegal,Al Bayt Stadium,Round of 16,Medium,Diamond,7,1031,0.69,2022
469,Japan,Croatia,Al Janoub Stadium,Round of 16,Medium,Bronze,3,360,0.5,2022
470,Japan,Croatia,Al Janoub Stadium,Round of 16,Medium,Bronze,5,360,0.48,2022
471,Japan,Croatia,Al Janoub Stadium,Round of 16,Medium,Bronze,7,360,0.51,2022
472,Japan,Croatia,Al Janoub Stadium,Round of 16,Medium,Gold,3,773,0.51,2022
473,Japan,Croatia,Al Janoub Stadium,Round of 16,Medium,Gold,5,773,0.65,2022
474,Japan,Croatia,Al Janoub Stadium,Round of 16,Medium,Gold,7,773,0.62,2022
475,Japan,Croatia,Al Janoub Stadium,Round of 16,Medium,Diamond,3,1031,0.68,2022
476,Japan,Croatia,Al Janoub Stadium,Round of 16,Medium,Diamond,5,1031,0.5,2022
477,Japan,Croatia,Al Janoub Stadium,Round of 16,Medium,Diamond,7,1031,0.45,2022
478,Brazil,South Korea,Stadium 974,Round of 16,Medium,Bronze,3,360,0.73,2022
479,Brazil,South Korea,Stadium 974,Round of 16,Medium,Bronze,5,360,0.69,2022
480,Brazil,South Korea,Stadium 974,Round of 16,Medium,Bronze,7,360,0.56,2022
481,Brazil,South Korea,Stadium 974,Round of 16,Medium,Gold,3,773,0.48,2022
482,Brazil,South Korea,Stadium 974,Round of 16,Medium,Gold,5,773,0.61,2022
483,Brazil,South Korea,Stadium 974,Round of 16,Medium,Gold,7,773,0.67,2022
484,Brazil,South Korea,Stadium 974,Round of 16,Medium,Diamond,3,1031,0.6,2022
485,Brazil,South Korea,Stadium 974,Round of 16,Medium,Diamond,5,1031,0.63,2022
486,Brazil,South Korea,Stadium 974,Round of 16,Medium,Diamond,7,1031,0.64,2022
487,Morocco,Spain,Education City Stadium,Round of 16,Medium,Bronze,3,360,0.75,2022
488,Morocco,Spain,Education City Stadium,Round of 16,Medium,Bronze,5,360,0.69,2022
489,Morocco,Spain,Education City Stadium,Round of 16,Medium,Bronze,7,360,0.53,2022
490,Morocco,Spain,Education City Stadium,Round of 16,Medium,Gold,3,773,0.5,2022
491,Morocco,Spain,Education City Stadium,Round of 16,Medium,Gold,5,773,0.63,2022
492,Morocco,Spain,Education City Stadium,Round of 16,Medium,Gold,7,773,0.4,2022
493,Morocco,Spain,Education City Stadium,Round of 16,Medium,Diamond,3,1031,0.49,2022
494,Morocco,Spain,Education City Stadium,Round of 16,Medium,Diamond,5,1031,0.42,2022
495,Morocco,Spain,Education City Stadium,Round of 16,Medium,Diamond,7,1031,0.6,2022
496,Portugal,Switzerland,Lusail Stadium,Round of 16,Medium,Bronze,3,360,0.56,2022
497,Portugal,Switzerland,Lusail Stadium,Round of 16,Medium,Bronze,5,360,0.64,2022
498,Portugal,Switzerland,Lusail Stadium,Round of 16,Medium,Bronze,7,360,0.46,2022
499,Portugal,Switzerland,Lusail Stadium,Round of 16,Medium,Gold,3,773,0.45,2022
500,Portugal,Switzerland,Lusail Stadium,Round of 16,Medium,Gold,5,773,0.47,2022
501,Portugal,Switzerland,Lusail Stadium,Round of 16,Medium,Gold,7,773,0.53,2022
502,Portugal,Switzerland,Lusail Stadium,Round of 16,Medium,Diamond,3,1031,0.58,2022
503,Portugal,Switzerland,Lusail Stadium,Round of 16,Medium,Diamond,5,1031,0.71,2022
504,Portugal,Switzerland,Lusail Stadium,Round of 16,Medium,Diamond,7,1031,0.53,2022
505,Croatia,Brazil,Education City Stadium,Quarter-finals,Medium,Bronze,3,773,0.74,2022
506,Croatia,Brazil,Education City Stadium,Quarter-finals,Medium,Bronze,5,773,0.81,2022
507,Croatia,Brazil,Education City Stadium,Quarter-finals,Medium,Bronze,7,773,0.68,2022
508,Croatia,Brazil,Education City Stadium,Quarter-finals,Medium,Gold,3,1080,0.88,2022
509,Croatia,Brazil,Education City Stadium,Quarter-finals,Medium,Gold,5,1080,0.86,2022
510,Croatia,Brazil,Education City Stadium,Quarter-finals,Medium,Gold,7,1080,0.72,2022
511,Croatia,Brazil,Education City Stadium,Quarter-finals,Medium,Diamond,3,1598,0.75,2022
512,Croatia,Brazil,Education City Stadium,Quarter-finals,Medium,Diamond,5,1598,0.79,2022
513,Croatia,Brazil,Education City Stadium,Quarter-finals,Medium,Diamond,7,1598,0.75,2022
514,Netherlands,Argentina,Lusail Stadium,Quarter-finals,Medium,Bronze,3,773,0.63,2022
515,Netherlands,Argentina,Lusail Stadium,Quarter-finals,Medium,Bronze,5,773,0.76,2022
516,Netherlands,Argentina,Lusail Stadium,Quarter-finals,Medium,Bronze,7,773,0.69,2022
517,Netherlands,Argentina,Lusail Stadium,Quarter-finals,Medium,Gold,3,1080,0.9,2022
518,Netherlands,Argentina,Lusail Stadium,Quarter-finals,Medium,Gold,5,1080,0.61,2022
519,Netherlands,Argentina,Lusail Stadium,Quarter-finals,Medium,Gold,7,1080,0.87,2022
520,Netherlands,Argentina,Lusail Stadium,Quarter-finals,Medium,Diamond,3,1598,0.89,2022
521,Netherlands,Argentina,Lusail Stadium,Quarter-finals,Medium,Diamond,5,1598,0.85,2022
522,Netherlands,Argentina,Lusail Stadium,Quarter-finals,Medium,Diamond,7,1598,0.86,2022
523,Morocco,Portugal,Al Thumama Stadium,Quarter-finals,Medium,Bronze,3,773,0.83,2022
524,Morocco,Portugal,Al Thumama Stadium,Quarter-finals,Medium,Bronze,5,773,0.8,2022
525,Morocco,Portugal,Al Thumama Stadium,Quarter-finals,Medium,Bronze,7,773,0.72,2022
526,Morocco,Portugal,Al Thumama Stadium,Quarter-finals,Medium,Gold,3,1080,0.78,2022
527,Morocco,Portugal,Al Thumama Stadium,Quarter-finals,Medium,Gold,5,1080,0.86,2022
528,Morocco,Portugal,Al Thumama Stadium,Quarter-finals,Medium,Gold,7,1080,0.8,2022
529,Morocco,Portugal,Al Thumama Stadium,Quarter-finals,Medium,Diamond,3,1598,0.9,2022
530,Morocco,Portugal,Al Thumama Stadium,Quarter-finals,Medium,Diamond,5,1598,0.63,2022
531,Morocco,Portugal,Al Thumama Stadium,Quarter-finals,Medium,Diamond,7,1598,0.73,2022
532,England,France,Al Bayt Stadium,Quarter-finals,Medium,Bronze,3,773,0.7,2022
533,England,France,Al Bayt Stadium,Quarter-finals,Medium,Bronze,5,773,0.7,2022
534,England,France,Al Bayt Stadium,Quarter-finals,Medium,Bronze,7,773,0.73,2022
535,England,France,Al Bayt Stadium,Quarter-finals,Medium,Gold,3,1080,0.76,2022
536,England,France,Al Bayt Stadium,Quarter-finals,Medium,Gold,5,1080,0.75,2022
537,England,France,Al Bayt Stadium,Quarter-finals,Medium,Gold,7,1080,0.77,2022
538,England,France,Al Bayt Stadium,Quarter-finals,Medium,Diamond,3,1598,0.62,2022
539,England,France,Al Bayt Stadium,Quarter-finals,Medium,Diamond,5,1598,0.72,2022
540,England,France,Al Bayt Stadium,Quarter-finals,Medium,Diamond,7,1598,0.71,2022
541,Argentina,Croatia,Lusail Stadium,Semi-finals,High,Bronze,3,1339,0.9,2022
542,Argentina,Croatia,Lusail Stadium,Semi-finals,High,Bronze,5,1339,0.86,2022
543,Argentina,Croatia,Lusail Stadium,Semi-finals,High,Bronze,7,1339,0.86,2022
544,Argentina,Croatia,Lusail Stadium,Semi-finals,High,Gold,3,2471,0.86,2022
545,Argentina,Croatia,Lusail Stadium,Semi-finals,High,Gold,5,2471,0.92,2022
546,Argentina,Croatia,Lusail Stadium,Semi-finals,High,Gold,7,2471,0.77,2022
547,Argentina,Croatia,Lusail Stadium,Semi-finals,High,Diamond,3,3585,0.8,2022
548,Argentina,Croatia,Lusail Stadium,Semi-finals,High,Diamond,5,3585,0.94,2022
549,Argentina,Croatia,Lusail Stadium,Semi-finals,High,Diamond,7,3585,0.72,2022
550,France,Morocco,Al Bayt Stadium,Semi-finals,High,Bronze,3,1339,0.78,2022
551,France,Morocco,Al Bayt Stadium,Semi-finals,High,Bronze,5,1339,0.9,2022
552,France,Morocco,Al Bayt Stadium,Semi-finals,High,Bronze,7,1339,0.81,2022
553,France,Morocco,Al Bayt Stadium,Semi-finals,High,Gold,3,2471,0.81,2022
554,France,Morocco,Al Bayt Stadium,Semi-finals,High,Gold,5,2471,0.85,2022
555,France,Morocco,Al Bayt Stadium,Semi-finals,High,Gold,7,2471,0.73,2022
556,France,Morocco,Al Bayt Stadium,Semi-finals,High,Diamond,3,3585,0.91,2022
557,France,Morocco,Al Bayt Stadium,Semi-finals,High,Diamond,5,3585,0.88,2022
558,France,Morocco,Al Bayt Stadium,Semi-finals,High,Diamond,7,3585,0.83,2022
559,Croatia,Morocco,Khalifa International,Third Place Playoff,High,Bronze,3,773,0.38,2022
560,Croatia,Morocco,Khalifa International,Third Place Playoff,High,Bronze,5,773,0.47,2022
561,Croatia,Morocco,Khalifa International,Third Place Playoff,High,Bronze,7,773,0.64,2022
562,Croatia,Morocco,Khalifa International,Third Place Playoff,High,Gold,3,1133,0.64,2022
563,Croatia,Morocco,Khalifa International,Third Place Playoff,High,Gold,5,1133,0.36,2022
564,Croatia,Morocco,Khalifa International,Third Place Playoff,High,Gold,7,1133,0.58,2022
565,Croatia,Morocco,Khalifa International,Third Place Playoff,High,Diamond,3,1598,0.63,2022
566,Croatia,Morocco,Khalifa International,Third Place Playoff,High,Diamond,5,1598,0.43,2022
567,Croatia,Morocco,Khalifa International,Third Place Playoff,High,Diamond,7,1598,0.44,2022
568,Argentina,France,Lusail Stadium,Final,High,Bronze,3,2265,0.95,2022
569,Argentina,France,Lusail Stadium,Final,High,Bronze,5,2265,0.89,2022
570,Argentina,France,Lusail Stadium,Final,High,Bronze,7,2265,1.0,2022
571,Argentina,France,Lusail Stadium,Final,High,Gold,3,3761,0.98,2022
572,Argentina,France,Lusail Stadium,Final,High,Gold,5,3761,0.99,2022
573,Argentina,France,Lusail Stadium,Final,High,Gold,7,3761,0.91,2022
574,Argentina,France,Lusail Stadium,Final,High,Diamond,3,6026,0.93,2022
575,Argentina,France,Lusail Stadium,Final,High,Diamond,5,6026,0.85,2022
576,Argentina,France,Lusail Stadium,Final,High,Diamond,7,6026,0.95,2022
577,France,Argentina,TBD,Round of 16,medium,Bronze,3,360,0.53,2018
578,France,Argentina,TBD,Round of 16,medium,Bronze,5,360,0.66,2018
579,France,Argentina,TBD,Round of 16,medium,Bronze,7,360,0.51,2018
580,France,Argentina,TBD,Round of 16,medium,Gold,3,773,0.7,2018
581,France,Argentina,TBD,Round of 16,medium,Gold,5,773,0.42,2018
582,France,Argentina,TBD,Round of 16,medium,Gold,7,773,0.72,2018
583,France,Argentina,TBD,Round of 16,medium,Diamond,3,1031,0.49,2018
584,France,Argentina,TBD,Round of 16,medium,Diamond,5,1031,0.43,2018
585,France,Argentina,TBD,Round of 16,medium,Diamond,7,1031,0.52,2018
586,Uruguay,Portugal,TBD,Round of 16,medium,Bronze,3,360,0.52,2018
587,Uruguay,Portugal,TBD,Round of 16,medium,Bronze,5,360,0.45,2018
588,Uruguay,Portugal,TBD,Round of 16,medium,Bronze,7,360,0.63,2018
589,Uruguay,Portugal,TBD,Round of 16,medium,Gold,3,773,0.58,2018
590,Uruguay,Portugal,TBD,Round of 16,medium,Gold,5,773,0.5,2018
591,Uruguay,Portugal,TBD,Round of 16,medium,Gold,7,773,0.72,2018
592,Uruguay,Portugal,TBD,Round of 16,medium,Diamond,3,1031,0.4,2018
593,Uruguay,Portugal,TBD,Round of 16,medium,Diamond,5,1031,0.75,2018
594,Uruguay,Portugal,TBD,Round of 16,medium,Diamond,7,1031,0.43,2018
595,Spain,Russia,TBD,Round of 16,medium,Bronze,3,360,0.42,2018
596,Spain,Russia,TBD,Round of 16,medium,Bronze,5,360,0.61,2018
597,Spain,Russia,TBD,Round of 16,medium,Bronze,7,360,0.41,2018
598,Spain,Russia,TBD,Round of 16,medium,Gold,3,773,0.45,2018
599,Spain,Russia,TBD,Round of 16,medium,Gold,5,773,0.75,2018
600,Spain,Russia,TBD,Round of 16,medium,Gold,7,773,0.49,2018
601,Spain,Russia,TBD,Round of 16,medium,Diamond,3,1031,0.48,2018
602,Spain,Russia,TBD,Round of 16,medium,Diamond,5,1031,0.69,2018
603,Spain,Russia,TBD,Round of 16,medium,Diamond,7,1031,0.41,2018
604,Croatia,Denmark,TBD,Round of 16,medium,Bronze,3,360,0.72,2018
605,Croatia,Denmark,TBD,Round of 16,medium,Bronze,5,360,0.73,2018
606,Croatia,Denmark,TBD,Round of 16,medium,Bronze,7,360,0.72,2018
607,Croatia,Denmark,TBD,Round of 16,medium,Gold,3,773,0.5,2018
608,Croatia,Denmark,TBD,Round of 16,medium,Gold,5,773,0.59,2018
609,Croatia,Denmark,TBD,Round of 16,medium,Gold,7,773,0.68,2018
610,Croatia,Denmark,TBD,Round of 16,medium,Diamond,3,1031,0.4,2018
611,Croatia,Denmark,TBD,Round of 16,medium,Diamond,5,1031,0.6,2018
612,Croatia,Denmark,TBD,Round of 16,medium,Diamond,7,1031,0.62,2018
